Shipment_ID,Customer_Name,Origin_City,Origin_State,Destination_City,Destination_State,Pickup_Date,Delivery_Date,Distance_Miles,Freight_Type,Status,Cost_USD,Revenue_USD,Fuel_Gallons,Deadhead_Miles
SHP0179,Miller Inc,Savannah,GA,Gulfport,MS,6/1/2025,6/1/2025,946,Flatbed,On Time,1387.31,1840.62,138.30,52
SHP0180,Nelson LLC,Savannah,GA,Little Rock,AR,4/15/2025,4/15/2025,492,Flatbed,Delayed,799.25,1017.74,68.16,24
SHP0181,"Gonzales, Smith and Johnson",Fayetteville,AR,Atlanta,GA,5/3/2025,5/3/2025,1727,Dry Van,On Time,2619.10,3491.29,231.91,193
SHP0182,Kent Inc,Memphis,TN,Shreveport,LA,7/18/2025,7/18/2025,1374,Dry Van,On Time,1990.60,2301.85,220.11,145
SHP0183,Mathews-Bender,Miami,FL,Atlanta,GA,5/4/2025,5/4/2025,1197,Refrigerated,On Time,1972.34,2298.47,177.03,166
SHP0184,Pierce PLC,Montgomery,AL,Houston,TX,6/17/2025,6/17/2025,1442,Dry Van,Delayed,1998.15,2609.74,244.56,105
SHP0185,Page-Morgan,Gulfport,MS,Greensboro,NC,3/27/2025,3/27/2025,277,Dry Van,On Time,474.00,625.89,37.96,34
SHP0186,"Reeves, Coleman and Barnes",Little Rock,AR,Raleigh,NC,4/11/2025,4/11/2025,1926,Dry Van,Delayed,2662.39,3544.28,304.78,252
SHP0187,Adams-Burgess,Baton Rouge,LA,Memphis,TN,5/30/2025,5/30/2025,996,Dry Van,On Time,1640.12,2127.18,158.90,36
SHP0188,Jenkins Group,Savannah,GA,Jackson,MS,6/13/2025,6/13/2025,310,Flatbed,Delayed,518.24,619.13,43.17,31
SHP0189,Ware-Welch,Charleston,SC,Gulfport,MS,2/16/2025,2/16/2025,353,Dry Van,On Time,552.57,721.53,51.67,12
SHP0190,Mcintyre Group,Charleston,SC,Little Rock,AR,5/16/2025,5/16/2025,295,Flatbed,On Time,484.51,648.16,44.58,30
SHP0191,Johnson PLC,Charleston,SC,Charlotte,NC,5/22/2025,5/22/2025,1668,Refrigerated,On Time,2256.41,2912.74,267.34,130
SHP0192,"Mosley, Cuevas and Hughes",Tampa,FL,Greensboro,NC,5/21/2025,5/21/2025,585,Refrigerated,On Time,987.63,1363.38,88.51,19
SHP0193,"Martinez, Simmons and Moore",Houston,TX,Shreveport,LA,5/25/2025,5/25/2025,1643,Dry Van,On Time,2773.93,3690.52,255.24,79
SHP0194,"Martin, Boyd and Gill",Charlotte,NC,San Antonio,TX,3/25/2025,3/25/2025,1132,Refrigerated,On Time,1622.85,2144.57,160.50,63
SHP0195,Shaffer-Collins,Montgomery,AL,Orlando,FL,4/11/2025,4/11/2025,298,Flatbed,On Time,525.50,728.67,46.46,29
SHP0196,Heath Inc,Charlotte,NC,Shreveport,LA,3/26/2025,3/26/2025,1084,Refrigerated,Delayed,1832.46,2311.55,172.85,56
SHP0197,Hernandez Ltd,New Orleans,LA,Fort Smith,AR,2/28/2025,3/2/2025,489,Refrigerated,On Time,657.31,773.42,68.65,46
SHP0198,Robinson-Taylor,Charleston,SC,Baton Rouge,LA,3/15/2025,3/15/2025,265,Flatbed,On Time,445.64,579.05,39.42,22
SHP0199,Humphrey PLC,Fayetteville,AR,Houston,TX,7/31/2025,7/31/2025,420,Refrigerated,On Time,743.62,877.61,63.33,39
SHP0200,"Carrillo, Brown and Orozco",Nashville,TN,Hattiesburg,MS,4/5/2025,4/5/2025,1637,Dry Van,Delayed,2075.28,2609.82,235.61,157
SHP0201,Chavez-Mitchell,Hattiesburg,MS,Charleston,SC,5/6/2025,5/6/2025,1951,Flatbed,Delayed,2692.36,3455.12,286.64,115
SHP0202,"Phillips, Garcia and Carson",Savannah,GA,Orlando,FL,4/11/2025,4/11/2025,341,Dry Van,On Time,558.40,659.08,50.93,48
SHP0203,Lester PLC,Orlando,FL,Little Rock,AR,6/5/2025,6/5/2025,783,Flatbed,On Time,997.38,1275.07,133.08,20
SHP0204,Jones-Wilson,Atlanta,GA,Charleston,SC,6/25/2025,6/25/2025,1740,Flatbed,On Time,2924.49,3668.31,303.99,69
SHP0205,"Walker, Yang and Gregory",Little Rock,AR,Jackson,MS,5/30/2025,5/30/2025,1651,Refrigerated,Cancelled,2754.87,3696.02,291.80,156
SHP0206,Hill-Smith,Orlando,FL,Houston,TX,2/25/2025,2/27/2025,1877,Refrigerated,Delayed,2397.00,3343.75,258.37,245
SHP0207,Young-Obrien,Miami,FL,Baton Rouge,LA,2/25/2025,2/25/2025,1589,Refrigerated,On Time,2302.01,2686.79,261.88,195
SHP0208,"Matthews, Blevins and Smith",Fayetteville,AR,Houston,TX,7/28/2025,7/30/2025,591,Dry Van,On Time,717.09,833.64,89.14,28
SHP0209,Buck-Shaw,Fayetteville,AR,Shreveport,LA,8/8/2025,8/8/2025,1634,Dry Van,On Time,2168.40,2797.38,261.63,160
SHP0210,Palmer PLC,Tampa,FL,Atlanta,GA,5/17/2025,5/17/2025,1656,Flatbed,On Time,2958.37,3402.62,253.50,180
SHP0211,"Davis, Lopez and Barker",New Orleans,LA,Savannah,GA,7/29/2025,8/3/2025,1002,Flatbed,On Time,1676.45,2110.39,139.08,136
SHP0212,"Combs, Pace and Jackson",Knoxville,TN,Greenville,SC,6/13/2025,6/13/2025,1335,Dry Van,Delayed,2308.90,2881.43,190.86,105
SHP0213,Wood Inc,Little Rock,AR,Gulfport,MS,4/13/2025,4/13/2025,1747,Dry Van,Cancelled,3005.08,4106.10,270.52,75
SHP0214,"Bernard, Collins and Perkins",Augusta,GA,Miami,FL,6/3/2025,6/3/2025,1971,Refrigerated,Delayed,3140.96,4152.55,266.79,295
SHP0215,"Golden, Shannon and Johnson",Augusta,GA,Orlando,FL,5/2/2025,5/2/2025,774,Refrigerated,On Time,1367.83,1770.60,112.95,102
SHP0216,Torres PLC,Augusta,GA,Memphis,TN,5/15/2025,5/15/2025,1952,Refrigerated,Delayed,2720.62,3438.62,286.89,280
SHP0217,Barron-Hopkins,Augusta,GA,Charleston,SC,6/19/2025,6/19/2025,1487,Dry Van,Delayed,2330.40,2992.07,232.56,192
SHP0218,"Pham, White and Fowler",Savannah,GA,Baton Rouge,LA,7/28/2025,7/28/2025,832,Dry Van,On Time,1020.90,1360.70,116.31,30
SHP0219,Burgess and Sons,Nashville,TN,Orlando,FL,4/29/2025,4/29/2025,140,Refrigerated,On Time,187.42,240.05,23.61,20
SHP0220,Davis-Stewart,Augusta,GA,Knoxville,TN,4/24/2025,4/24/2025,1407,Dry Van,On Time,2247.94,2987.47,218.69,65
SHP0221,Howard-Long,Greenville,SC,Charlotte,NC,2/25/2025,2/25/2025,1129,Dry Van,Delayed,1501.87,1954.86,166.59,110
SHP0222,Ward-Taylor,Columbia,SC,Charlotte,NC,3/9/2025,3/9/2025,1994,Dry Van,On Time,2498.44,3248.88,290.19,206
SHP0223,Lucas-Roberts,Greensboro,NC,Jackson,MS,4/23/2025,4/23/2025,629,Flatbed,On Time,1090.30,1370.40,93.56,31
SHP0224,"Cruz, Patterson and Mccormick",Tampa,FL,Fayetteville,AR,4/29/2025,4/29/2025,1020,Flatbed,On Time,1292.06,1711.33,150.62,63
SHP0225,"Miranda, Castillo and Ferrell",Jackson,MS,Savannah,GA,5/4/2025,5/7/2025,1352,Refrigerated,Delayed,1873.23,2456.95,230.96,103
SHP0226,Hill-Bennett,Augusta,GA,Fayetteville,AR,7/4/2025,7/4/2025,1179,Refrigerated,On Time,1523.30,2042.28,194.62,155
SHP0227,Khan Inc,Mobile,AL,Columbia,SC,4/12/2025,4/16/2025,817,Refrigerated,On Time,1346.50,1588.02,142.41,102
SHP0228,Browning-Chavez,Miami,FL,Memphis,TN,7/19/2025,7/19/2025,1293,Flatbed,On Time,1893.08,2515.09,215.50,70
SHP0229,"Dominguez, Walker and Davis",New Orleans,LA,Tampa,FL,2/28/2025,2/28/2025,674,Dry Van,On Time,867.24,1128.81,94.09,76
SHP0230,"Thomas, Edwards and Hodges",New Orleans,LA,Jackson,MS,6/19/2025,6/19/2025,374,Flatbed,Delayed,552.83,643.69,59.97,20
SHP0231,Moore and Sons,Jackson,MS,Knoxville,TN,2/24/2025,2/24/2025,1569,Dry Van,On Time,2670.65,3701.94,236.92,222
SHP0232,Edwards-Nichols,San Antonio,TX,Greensboro,NC,4/4/2025,4/4/2025,1022,Dry Van,On Time,1639.05,2227.32,174.86,121
SHP0233,Henry LLC,Fayetteville,AR,Augusta,GA,5/3/2025,5/3/2025,309,Dry Van,On Time,396.39,553.96,47.00,23
SHP0234,Garza-Mathis,Nashville,TN,Fayetteville,AR,5/9/2025,5/9/2025,403,Flatbed,On Time,583.49,773.55,71.58,28
SHP0235,Mercer-Medina,Charlotte,NC,Greenville,SC,6/23/2025,6/23/2025,110,Flatbed,On Time,170.77,227.50,18.41,15
SHP0236,"Jones, Thompson and Wheeler",Jackson,MS,Nashville,TN,4/22/2025,4/22/2025,1348,Dry Van,On Time,2002.31,2674.84,192.10,172
SHP0237,"Freeman, Cordova and Gomez",Knoxville,TN,San Antonio,TX,5/12/2025,5/12/2025,1177,Refrigerated,On Time,1760.12,2338.34,163.87,167
SHP0238,Vasquez-Sanford,Atlanta,GA,Tampa,FL,3/28/2025,3/28/2025,1521,Dry Van,Delayed,1881.37,2430.86,243.06,67
SHP0239,Koch-Rivera,Atlanta,GA,Charlotte,NC,5/29/2025,6/3/2025,211,Dry Van,On Time,339.00,439.20,30.33,5
SHP0240,Gonzales-Maxwell,Gulfport,MS,Fayetteville,AR,4/20/2025,4/20/2025,1153,Refrigerated,On Time,1567.16,2056.34,155.14,71
SHP0241,Mcdaniel PLC,San Antonio,TX,Savannah,GA,5/29/2025,5/29/2025,187,Flatbed,Delayed,332.36,419.38,30.14,13
SHP0242,"Carter, Carr and Wells",Houston,TX,Savannah,GA,6/11/2025,6/11/2025,1658,Flatbed,On Time,2213.04,2670.76,251.83,231
SHP0243,Charles-Sellers,Knoxville,TN,Tampa,FL,5/25/2025,5/25/2025,497,Flatbed,Delayed,605.14,809.97,68.00,60
SHP0244,Miller LLC,Tampa,FL,Gulfport,MS,5/27/2025,5/27/2025,1514,Dry Van,On Time,2098.97,2605.20,217.47,206
SHP0245,Russell-Jones,Little Rock,AR,New Orleans,LA,6/15/2025,6/15/2025,1892,Refrigerated,Delayed,2576.13,3068.05,266.48,211
SHP0246,"Howard, Parks and Leonard",Fayetteville,AR,Knoxville,TN,5/29/2025,5/29/2025,1210,Flatbed,On Time,1471.22,1711.98,200.08,127
SHP0247,Mann-Thornton,Augusta,GA,New Orleans,LA,3/5/2025,3/5/2025,1825,Flatbed,Delayed,2550.61,3391.08,314.85,236
SHP0248,Byrd PLC,Savannah,GA,Mobile,AL,3/12/2025,3/12/2025,1277,Flatbed,On Time,1589.77,2143.69,185.41,167
SHP0249,"Wilson, Clay and Hill",Nashville,TN,Mobile,AL,6/21/2025,6/21/2025,1450,Refrigerated,On Time,2048.89,2699.01,248.04,41
SHP0250,Miller-Jacobs,Little Rock,AR,Houston,TX,7/22/2025,7/22/2025,1244,Dry Van,On Time,1833.71,2117.09,173.05,103
SHP0251,Schwartz-Costa,Jackson,MS,Tampa,FL,2/17/2025,2/17/2025,1129,Flatbed,On Time,1792.81,2264.41,198.62,56
SHP0252,"Farrell, Ryan and Underwood",Atlanta,GA,Memphis,TN,3/9/2025,3/9/2025,1222,Refrigerated,On Time,1858.79,2595.02,179.51,78
SHP0253,Stanley Ltd,Greenville,SC,Knoxville,TN,4/19/2025,4/19/2025,753,Refrigerated,On Time,1140.66,1388.11,122.52,78
SHP0254,Russell-Miller,Savannah,GA,Nashville,TN,6/17/2025,6/19/2025,425,Dry Van,On Time,557.52,709.61,69.62,22
SHP0255,Lewis and Sons,Savannah,GA,Shreveport,LA,6/27/2025,6/27/2025,948,Refrigerated,Delayed,1704.75,2356.13,127.61,142
SHP0256,Cardenas Inc,Dallas,TX,Jackson,MS,5/16/2025,5/16/2025,1170,Refrigerated,On Time,1427.31,1711.17,166.19,55
SHP0257,Salazar-Shepherd,Jackson,MS,New Orleans,LA,2/24/2025,2/24/2025,1808,Flatbed,On Time,3149.15,3666.40,245.36,138
SHP0258,Flynn Ltd,Raleigh,NC,San Antonio,TX,7/9/2025,7/9/2025,964,Flatbed,On Time,1580.25,1902.83,132.07,120
SHP0259,Smith-Thompson,Hattiesburg,MS,New Orleans,LA,5/24/2025,5/24/2025,736,Refrigerated,On Time,1245.51,1598.36,130.55,58
SHP0260,Norris PLC,Orlando,FL,Augusta,GA,5/31/2025,5/31/2025,1892,Refrigerated,On Time,3087.80,3589.06,316.96,213
SHP0261,Jimenez-Stuart,Fayetteville,AR,Augusta,GA,4/6/2025,4/9/2025,1039,Dry Van,Delayed,1543.24,1855.11,148.28,124
SHP0262,"Smith, Conway and Parker",Miami,FL,Knoxville,TN,3/7/2025,3/7/2025,1063,Dry Van,On Time,1817.94,2344.13,156.89,136
SHP0263,Taylor-Bell,Columbia,SC,Charlotte,NC,3/15/2025,3/15/2025,492,Dry Van,Delayed,881.16,1058.63,83.95,25
SHP0264,"Morgan, Bautista and Cruz",Tampa,FL,Little Rock,AR,3/19/2025,3/19/2025,700,Flatbed,On Time,1137.87,1397.55,94.98,44
SHP0265,Scott-Lee,Fort Smith,AR,Mobile,AL,6/30/2025,6/30/2025,1890,Refrigerated,On Time,2384.42,2806.11,305.72,219
SHP0266,"Yang, Johnson and Ewing",Knoxville,TN,Little Rock,AR,4/12/2025,4/12/2025,1596,Dry Van,On Time,1965.96,2275.94,264.26,125
SHP0267,Miller PLC,Knoxville,TN,Orlando,FL,3/6/2025,3/6/2025,370,Refrigerated,On Time,453.28,539.40,50.13,52
SHP0268,Figueroa Inc,Jackson,MS,New Orleans,LA,2/22/2025,2/22/2025,211,Dry Van,On Time,318.95,389.31,34.04,31
SHP0269,Small-Gentry,San Antonio,TX,Montgomery,AL,5/3/2025,5/3/2025,302,Flatbed,On Time,364.51,453.32,43.10,17
SHP0270,Adams Group,Atlanta,GA,Gulfport,MS,3/4/2025,3/4/2025,1693,Refrigerated,Delayed,2379.59,2994.04,285.81,61
SHP0271,Cain-Bailey,Miami,FL,Charlotte,NC,5/3/2025,5/3/2025,1296,Refrigerated,On Time,2084.52,2674.00,200.75,175
SHP0272,Conner Ltd,Birmingham,AL,Fort Smith,AR,6/14/2025,6/14/2025,858,Flatbed,On Time,1388.70,1598.70,146.75,33
SHP0273,"Smith, Cook and Thompson",Birmingham,AL,Nashville,TN,7/20/2025,7/20/2025,757,Dry Van,On Time,1070.83,1473.60,120.51,20
SHP0274,"Sanchez, Vargas and Tucker",Miami,FL,Gulfport,MS,5/19/2025,5/19/2025,1926,Dry Van,On Time,2736.26,3621.10,303.49,273
SHP0275,Mcbride Group,Memphis,TN,Birmingham,AL,7/2/2025,7/2/2025,1600,Flatbed,On Time,2390.57,3178.10,223.40,70
SHP0276,Chen PLC,Shreveport,LA,Jackson,MS,7/7/2025,7/7/2025,1023,Dry Van,Cancelled,1356.51,1783.94,178.40,90
SHP0277,"Nelson, Davis and Pollard",Memphis,TN,Montgomery,AL,4/8/2025,4/8/2025,550,Dry Van,On Time,903.82,1184.12,94.15,34
SHP0278,Jones PLC,Columbia,SC,Little Rock,AR,6/9/2025,6/9/2025,219,Dry Van,On Time,271.06,356.28,29.27,13
SHP0279,Townsend-Anderson,Shreveport,LA,Jackson,MS,3/4/2025,3/4/2025,1407,Flatbed,Delayed,1973.25,2394.50,223.26,104
SHP0280,"Hopkins, Davis and Simon",Greenville,SC,New Orleans,LA,6/5/2025,6/5/2025,525,Flatbed,On Time,725.40,956.69,93.30,33
SHP0281,Brandt-Rodriguez,Greensboro,NC,Charleston,SC,6/15/2025,6/15/2025,799,Flatbed,On Time,962.30,1155.04,107.48,35
SHP0282,Brown-Valencia,Baton Rouge,LA,San Antonio,TX,7/2/2025,7/2/2025,739,Refrigerated,Cancelled,987.62,1269.13,115.61,40
SHP0283,Wallace-Le,Montgomery,AL,Memphis,TN,2/18/2025,2/18/2025,1431,Flatbed,On Time,2273.22,3142.35,209.51,115
SHP0284,Knight-Richard,Miami,FL,Greenville,SC,6/14/2025,6/14/2025,1212,Dry Van,On Time,1761.90,2412.94,164.02,100
SHP0285,Johnson-Johnston,Raleigh,NC,Houston,TX,4/25/2025,4/25/2025,588,Flatbed,Delayed,995.77,1367.62,100.72,42
SHP0286,Boyd-Obrien,Miami,FL,New Orleans,LA,7/24/2025,7/24/2025,940,Flatbed,Delayed,1670.37,2240.97,157.72,110
SHP0287,Thomas-Cabrera,Raleigh,NC,Dallas,TX,3/19/2025,3/22/2025,1047,Refrigerated,On Time,1692.40,2142.14,174.52,68
SHP0288,Stokes-Tucker,Tampa,FL,Nashville,TN,2/19/2025,2/19/2025,1163,Flatbed,On Time,1728.10,2150.33,188.55,89
SHP0289,Willis-Jones,New Orleans,LA,Knoxville,TN,3/31/2025,3/31/2025,829,Refrigerated,On Time,1188.41,1511.46,131.31,84
SHP0290,"Li, Dean and Bell",Birmingham,AL,Tampa,FL,8/4/2025,8/4/2025,1599,Refrigerated,On Time,2152.67,2534.69,251.06,237
SHP0291,"Hunt, King and Carpenter",San Antonio,TX,Little Rock,AR,4/18/2025,4/18/2025,1143,Flatbed,Delayed,1965.17,2558.22,171.59,118
SHP0292,Boyd-Johnson,Dallas,TX,Gulfport,MS,4/5/2025,4/5/2025,993,Refrigerated,On Time,1776.39,2451.57,145.68,97
SHP0293,Flynn-Boyd,Nashville,TN,Greenville,SC,6/20/2025,6/20/2025,744,Flatbed,On Time,1225.35,1701.55,117.01,74
SHP0294,Fuentes Inc,Little Rock,AR,Knoxville,TN,4/1/2025,4/1/2025,1689,Refrigerated,On Time,2268.32,3144.03,249.71,73
SHP0295,"Thornton, Cox and Doyle",Jackson,MS,Shreveport,LA,3/18/2025,3/18/2025,963,Refrigerated,Delayed,1329.12,1572.68,155.48,67
SHP0296,Fields-Murphy,Knoxville,TN,Shreveport,LA,6/5/2025,6/5/2025,1573,Refrigerated,On Time,2653.74,3669.55,259.75,135
SHP0297,Johnson Ltd,Little Rock,AR,Hattiesburg,MS,5/29/2025,6/1/2025,1052,Refrigerated,Cancelled,1649.30,1928.56,151.60,155
SHP0298,Watkins-Nolan,New Orleans,LA,Greensboro,NC,4/12/2025,4/12/2025,256,Flatbed,On Time,405.86,555.46,44.96,36
SHP0299,"Walker, Stanley and Jones",Houston,TX,Raleigh,NC,4/4/2025,4/4/2025,403,Dry Van,On Time,626.97,789.11,60.03,12
SHP0300,Love Group,New Orleans,LA,Greensboro,NC,5/4/2025,5/4/2025,466,Refrigerated,On Time,609.47,834.96,75.15,40
SHP0301,Bennett Ltd,Savannah,GA,Charlotte,NC,4/3/2025,4/6/2025,1480,Refrigerated,On Time,2129.01,2619.46,264.45,49
SHP0302,Mitchell-Parrish,Charlotte,NC,San Antonio,TX,3/11/2025,3/16/2025,1466,Flatbed,On Time,2557.77,3230.02,218.49,38
SHP0303,"Ewing, Adams and Lewis",Greensboro,NC,Baton Rouge,LA,3/11/2025,3/11/2025,1857,Flatbed,On Time,2531.52,3219.22,268.83,74
SHP0304,Mueller Ltd,Greenville,SC,Raleigh,NC,3/18/2025,3/18/2025,492,Refrigerated,On Time,708.37,908.42,86.22,19
SHP0305,Ruiz and Sons,Montgomery,AL,Columbia,SC,3/30/2025,3/30/2025,928,Flatbed,Delayed,1260.38,1503.00,148.45,137
SHP0306,Mejia LLC,Montgomery,AL,Atlanta,GA,4/25/2025,4/25/2025,757,Refrigerated,Cancelled,1327.13,1610.81,115.60,15
SHP0307,Johnson Inc,Raleigh,NC,Miami,FL,5/6/2025,5/6/2025,1004,Refrigerated,On Time,1279.42,1715.01,152.39,94
SHP0308,"Reynolds, Ortiz and Phillips",Dallas,TX,Knoxville,TN,3/11/2025,3/13/2025,1187,Flatbed,On Time,2093.11,2458.82,190.97,164
SHP0309,Thompson Group,Charleston,SC,Nashville,TN,4/22/2025,4/23/2025,961,Refrigerated,On Time,1483.98,1947.58,164.08,39
SHP0310,"Russell, Ayala and Garcia",Knoxville,TN,Charlotte,NC,8/8/2025,8/8/2025,562,Refrigerated,On Time,914.86,1279.05,75.01,21
SHP0311,Schneider-Nguyen,Little Rock,AR,Jackson,MS,7/29/2025,7/29/2025,1426,Flatbed,Cancelled,1912.62,2358.54,243.07,144
SHP0312,Richards-Rodriguez,Houston,TX,Greenville,SC,8/2/2025,8/2/2025,576,Refrigerated,Delayed,737.55,888.44,90.26,57
SHP0313,Avila Ltd,Mobile,AL,Memphis,TN,5/23/2025,5/23/2025,590,Flatbed,On Time,771.97,947.26,81.12,85
SHP0314,Molina Group,New Orleans,LA,Orlando,FL,5/2/2025,5/2/2025,670,Flatbed,On Time,1147.57,1598.36,90.00,80
SHP0315,Lynn LLC,Greensboro,NC,Baton Rouge,LA,4/5/2025,4/5/2025,1672,Flatbed,On Time,2614.23,3122.38,257.04,104
SHP0316,"Parks, Henderson and Pena",Fayetteville,AR,Houston,TX,3/5/2025,3/5/2025,1390,Refrigerated,Delayed,2141.52,2686.20,211.71,125
SHP0317,Shannon-Rogers,Atlanta,GA,Raleigh,NC,4/24/2025,4/24/2025,334,Flatbed,On Time,506.01,583.92,45.21,37
SHP0318,"Gray, Anderson and Craig",Houston,TX,Nashville,TN,2/27/2025,2/27/2025,398,Dry Van,On Time,511.97,679.28,70.47,17
SHP0319,Osborn-Gomez,Hattiesburg,MS,Dallas,TX,5/13/2025,5/13/2025,443,Flatbed,Delayed,650.83,910.63,60.87,44
SHP0320,Moore-Coleman,Charlotte,NC,Charleston,SC,7/18/2025,7/18/2025,1949,Dry Van,On Time,2768.91,3627.77,307.84,41
SHP0321,Howard Ltd,Nashville,TN,San Antonio,TX,4/27/2025,4/27/2025,487,Flatbed,On Time,626.17,761.72,71.12,53
SHP0322,Miller-Gonzales,Hattiesburg,MS,Atlanta,GA,3/16/2025,3/21/2025,1008,Dry Van,On Time,1489.50,1729.97,162.35,70
SHP0323,Barry-Cooley,Greenville,SC,Gulfport,MS,2/13/2025,2/19/2025,1679,Dry Van,Delayed,2102.38,2706.43,225.69,54
SHP0324,Brown Group,Houston,TX,Hattiesburg,MS,2/20/2025,2/20/2025,138,Dry Van,On Time,223.54,311.03,20.90,12
SHP0325,Martinez Ltd,New Orleans,LA,Houston,TX,3/2/2025,3/2/2025,1133,Flatbed,On Time,1629.84,1892.09,168.22,64
SHP0326,Knight-Manning,San Antonio,TX,Fayetteville,AR,5/22/2025,5/22/2025,1447,Refrigerated,On Time,1905.79,2320.74,199.66,98
SHP0327,"Harris, Hart and Russell",Birmingham,AL,Houston,TX,3/5/2025,3/5/2025,456,Refrigerated,On Time,568.81,673.69,69.18,40
SHP0328,Wallace-Brown,Jackson,MS,Greenville,SC,6/2/2025,6/2/2025,208,Refrigerated,On Time,371.56,457.03,32.32,22
SHP0329,"Bryant, Caldwell and Pearson",Greensboro,NC,Greenville,SC,5/5/2025,5/5/2025,382,Flatbed,Delayed,597.94,799.95,58.54,18
SHP0330,Edwards and Sons,Mobile,AL,Nashville,TN,3/26/2025,3/26/2025,1891,Refrigerated,On Time,2998.97,3732.32,307.14,275
SHP0331,"Herrera, White and Richards",Nashville,TN,Greenville,SC,3/18/2025,3/18/2025,314,Dry Van,Delayed,510.13,607.92,49.76,46
SHP0332,"Jackson, Davis and Pratt",Raleigh,NC,Savannah,GA,6/2/2025,6/2/2025,1575,Flatbed,On Time,1944.63,2675.10,226.44,110
SHP0333,Bowen-Anthony,Atlanta,GA,Little Rock,AR,8/1/2025,8/1/2025,1473,Refrigerated,On Time,2399.05,2952.26,202.67,89
SHP0334,Paul-Elliott,Dallas,TX,Nashville,TN,7/24/2025,7/29/2025,1862,Refrigerated,On Time,2266.12,3033.26,271.64,178
SHP0335,"Potts, Hamilton and Pope",Atlanta,GA,Greensboro,NC,4/3/2025,4/7/2025,1478,Flatbed,On Time,2192.31,2877.12,228.93,188
SHP0336,Powell LLC,Tampa,FL,Birmingham,AL,5/16/2025,5/16/2025,1451,Refrigerated,On Time,2247.03,2996.28,235.97,175
SHP0337,"Contreras, Fitzpatrick and White",Little Rock,AR,Baton Rouge,LA,8/9/2025,8/9/2025,1907,Refrigerated,Cancelled,2718.28,3760.47,298.03,193
SHP0338,Sparks-Ryan,Jackson,MS,Savannah,GA,2/18/2025,2/22/2025,140,Dry Van,On Time,243.09,326.48,19.26,12
SHP0339,Kerr Ltd,Shreveport,LA,Fayetteville,AR,2/23/2025,2/25/2025,566,Flatbed,On Time,1009.95,1374.28,83.27,76
SHP0340,"Hernandez, Howard and Hill",Fayetteville,AR,Houston,TX,6/7/2025,6/10/2025,1050,Refrigerated,On Time,1358.63,1806.01,179.77,83
SHP0341,Gomez Group,Gulfport,MS,Dallas,TX,4/2/2025,4/2/2025,1974,Dry Van,Delayed,3393.28,4102.64,264.43,178
SHP0342,Jacobs PLC,Columbia,SC,Birmingham,AL,2/28/2025,2/28/2025,1007,Refrigerated,Delayed,1354.92,1817.58,171.27,107
SHP0343,"Schultz, Anderson and Holmes",Fort Smith,AR,Memphis,TN,3/14/2025,3/14/2025,973,Dry Van,On Time,1531.99,1856.93,133.41,80
SHP0344,Stanley LLC,Shreveport,LA,Mobile,AL,3/17/2025,3/17/2025,657,Dry Van,Delayed,918.37,1280.09,94.77,26
SHP0345,Archer-Smith,Tampa,FL,Montgomery,AL,4/23/2025,4/23/2025,1382,Dry Van,On Time,2348.36,3274.70,249.61,93
SHP0346,Sanchez LLC,Fayetteville,AR,Nashville,TN,2/23/2025,2/23/2025,1458,Refrigerated,On Time,1986.04,2777.77,236.34,32
SHP0347,"Brown, Alexander and Gonzalez",Orlando,FL,Houston,TX,3/22/2025,3/22/2025,1322,Refrigerated,On Time,1911.69,2273.61,192.30,127
SHP0348,"Juarez, Davis and Newman",Dallas,TX,Hattiesburg,MS,8/11/2025,8/11/2025,1356,Refrigerated,On Time,2386.03,3140.82,190.34,194
SHP0349,Walker Group,Memphis,TN,Atlanta,GA,3/19/2025,3/19/2025,804,Dry Van,Delayed,1128.91,1519.71,114.76,119
SHP0350,Kelly-Gilmore,Gulfport,MS,Knoxville,TN,2/19/2025,2/19/2025,1430,Dry Van,On Time,2027.61,2459.69,193.88,41
SHP0351,Young-Mcknight,Knoxville,TN,Fort Smith,AR,6/18/2025,6/18/2025,337,Flatbed,On Time,495.47,585.23,51.87,20
SHP0352,"Davis, Wilkins and Davis",Augusta,GA,Jackson,MS,3/31/2025,3/31/2025,1740,Refrigerated,Cancelled,2821.08,3698.69,232.84,175
SHP0353,"Austin, Fisher and Murphy",Miami,FL,Shreveport,LA,2/20/2025,2/20/2025,475,Flatbed,On Time,612.71,717.11,73.34,30
SHP0354,Doyle-Dunn,Gulfport,MS,Memphis,TN,6/2/2025,6/2/2025,1803,Refrigerated,On Time,2632.74,3531.84,254.29,99
SHP0355,Rich PLC,Augusta,GA,Jackson,MS,3/25/2025,3/25/2025,764,Refrigerated,On Time,1037.50,1354.82,112.91,82
SHP0356,"Anderson, Mcdonald and Jacobs",Little Rock,AR,Mobile,AL,2/18/2025,2/24/2025,635,Dry Van,On Time,1092.72,1500.88,89.02,64
SHP0357,Burns Inc,Houston,TX,Columbia,SC,3/16/2025,3/16/2025,716,Refrigerated,On Time,1161.41,1403.07,97.30,99
SHP0358,Jacobs-Harrell,Shreveport,LA,Jackson,MS,5/16/2025,5/16/2025,1415,Flatbed,On Time,2017.06,2770.00,233.57,114
SHP0359,Williams Group,Birmingham,AL,Gulfport,MS,2/16/2025,2/16/2025,1609,Refrigerated,Delayed,2063.83,2820.12,233.46,228
